time,type,description,details
2991,ORDER_READY,Order 30 is ready for pickup,"{""order_id"": 30}"
2998,ORDER_PICKED_UP,Order 26 picked up by courier 0,"{""order_id"": 26, ""courier_id"": 0}"
2998,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
3014,ORDER_PLACED,Order 31 placed,"{""order_id"": 31, ""restaurant_id"": 4}"
3055,ORDER_DELIVERED,Order 19 delivered by courier 4,"{""order_id"": 19, ""courier_id"": 4, ""click_to_door"": 1072.527666127832, ""ready_to_door"": 772.5276661278322}"
3055,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
3060,ASSIGNMENT_MADE,Courier 4 assigned orders [30],"{""courier_id"": 4, ""order_ids"": [30], ""bundle_size"": 1, ""has_relay"": false}"
3066,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
3070,ORDER_PLACED,Order 32 placed,"{""order_id"": 32, ""restaurant_id"": 2}"
3114,ORDER_DELIVERED,Order 26 delivered by courier 0,"{""order_id"": 26, ""courier_id"": 0, ""click_to_door"": 695.320375561706, ""ready_to_door"": 395.320375561706}"
3114,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
3156,ORDER_PICKED_UP,Order 28 picked up by courier 1,"{""order_id"": 28, ""courier_id"": 1}"
3156,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
3164,ORDER_PLACED,Order 33 placed,"{""order_id"": 33, ""restaurant_id"": 4}"
3175,ORDER_DELIVERED,Order 24 delivered by courier 6,"{""order_id"": 24, ""courier_id"": 6, ""click_to_door"": 1025.1815981579525, ""ready_to_door"": 725.1815981579525}"
3175,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
3184,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
3193,ORDER_DELIVERED,Order 25 delivered by courier 3,"{""order_id"": 25, ""courier_id"": 3, ""click_to_door"": 993.1726062165917, ""ready_to_door"": 693.1726062165917}"
3193,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
3254,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
3256,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
3274,ORDER_PICKED_UP,Order 30 picked up by courier 4,"{""order_id"": 30, ""courier_id"": 4}"
3274,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
3292,ORDER_PLACED,Order 34 placed,"{""order_id"": 34, ""restaurant_id"": 3}"
3295,ORDER_DELIVERED,Order 23 delivered by courier 7,"{""order_id"": 23, ""courier_id"": 7, ""click_to_door"": 1240.48491315091, ""ready_to_door"": 940.48491315091}"
3295,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
3314,ORDER_READY,Order 31 is ready for pickup,"{""order_id"": 31}"
3330,ASSIGNMENT_MADE,Courier 0 assigned orders [31],"{""courier_id"": 0, ""order_ids"": [31], ""bundle_size"": 1, ""has_relay"": false}"
3344,ORDER_PICKED_UP,Order 27 picked up by courier 5,"{""order_id"": 27, ""courier_id"": 5}"
3344,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
3346,ORDER_DELIVERED,Order 28 delivered by courier 1,"{""order_id"": 28, ""courier_id"": 1, ""click_to_door"": 863.626041738155, ""ready_to_door"": 563.626041738155}"
3346,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
3346,ORDER_PICKED_UP,Order 29 picked up by courier 2,"{""order_id"": 29, ""courier_id"": 2}"
3346,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
3370,ORDER_READY,Order 32 is ready for pickup,"{""order_id"": 32}"
3390,RELAY_CREATED,Relay handoff created: C3 → C6 for order 32,"{""courier_1_id"": 3, ""courier_2_id"": 6, ""order_id"": 32, ""handoff_location"": [3.529163099467125, 2.5]}"
3390,ASSIGNMENT_MADE,Courier 3 assigned orders [32] with relay,"{""courier_id"": 3, ""order_ids"": [32], ""bundle_size"": 1, ""has_relay"": true}"
3390,ASSIGNMENT_MADE,Courier 6 assigned orders [32] with relay,"{""courier_id"": 6, ""order_ids"": [32], ""bundle_size"": 1, ""has_relay"": true}"
3426,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
3446,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
3453,ORDER_PLACED,Order 35 placed,"{""order_id"": 35, ""restaurant_id"": 5}"
3464,ORDER_READY,Order 33 is ready for pickup,"{""order_id"": 33}"
3480,ASSIGNMENT_MADE,Courier 1 assigned orders [33],"{""courier_id"": 1, ""order_ids"": [33], ""bundle_size"": 1, ""has_relay"": false}"
3504,ORDER_DELIVERED,Order 30 delivered by courier 4,"{""order_id"": 30, ""courier_id"": 4, ""click_to_door"": 813.5670268205286, ""ready_to_door"": 513.5670268205286}"
3504,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
3516,ORDER_PICKED_UP,Order 32 picked up by courier 3,"{""order_id"": 32, ""courier_id"": 3}"
3516,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
3536,ORDER_PICKED_UP,Order 31 picked up by courier 0,"{""order_id"": 31, ""courier_id"": 0}"
3536,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
3585,ORDER_PLACED,Order 36 placed,"{""order_id"": 36, ""restaurant_id"": 3}"
3592,ORDER_READY,Order 34 is ready for pickup,"{""order_id"": 34}"
3593,ORDER_DELIVERED,Order 27 delivered by courier 5,"{""order_id"": 27, ""courier_id"": 5, ""click_to_door"": 1141.0693059516116, ""ready_to_door"": 841.0693059516116}"
3593,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
3600,ASSIGNMENT_MADE,Courier 4 assigned orders [34],"{""courier_id"": 4, ""order_ids"": [34], ""bundle_size"": 1, ""has_relay"": false}"
3646,ORDER_PLACED,Order 37 placed,"{""order_id"": 37, ""restaurant_id"": 3}"
3648,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
3668,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
3683,ORDER_PLACED,Order 38 placed,"{""order_id"": 38, ""restaurant_id"": 3}"
3695,ORDER_DELIVERED,Order 31 delivered by courier 0,"{""order_id"": 31, ""courier_id"": 0, ""click_to_door"": 681.2645101621747, ""ready_to_door"": 381.2645101621747}"
3695,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
3721,ORDER_DELIVERED,Order 29 delivered by courier 2,"{""order_id"": 29, ""courier_id"": 2, ""click_to_door"": 1076.2082232304238, ""ready_to_door"": 776.2082232304238}"
3721,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
3738,ORDER_PICKED_UP,Order 33 picked up by courier 1,"{""order_id"": 33, ""courier_id"": 1}"
3738,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
3740,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
3753,ORDER_READY,Order 35 is ready for pickup,"{""order_id"": 35}"
3754,ORDER_PLACED,Order 39 placed,"{""order_id"": 39, ""restaurant_id"": 5}"
3758,ORDER_PICKED_UP,Order 32 picked up by courier 6,"{""order_id"": 32, ""courier_id"": 6}"
3758,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
3780,RELAY_CREATED,Relay handoff created: C5 → C2 for order 35,"{""courier_1_id"": 5, ""courier_2_id"": 2, ""order_id"": 35, ""handoff_location"": [2.5, 2.5959697244087367]}"
3780,ASSIGNMENT_MADE,Courier 5 assigned orders [35] with relay,"{""courier_id"": 5, ""order_ids"": [35], ""bundle_size"": 1, ""has_relay"": true}"
3780,ASSIGNMENT_MADE,Courier 2 assigned orders [35] with relay,"{""courier_id"": 2, ""order_ids"": [35], ""bundle_size"": 1, ""has_relay"": true}"
3830,ORDER_PICKED_UP,Order 34 picked up by courier 4,"{""order_id"": 34, ""courier_id"": 4}"
3830,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
3838,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
3885,ORDER_READY,Order 36 is ready for pickup,"{""order_id"": 36}"
3900,ASSIGNMENT_MADE,Courier 0 assigned orders [36],"{""courier_id"": 0, ""order_ids"": [36], ""bundle_size"": 1, ""has_relay"": false}"
3919,ORDER_DELIVERED,Order 32 delivered by courier 3,"{""order_id"": 32, ""courier_id"": 3, ""click_to_door"": 849.9077178516327, ""ready_to_door"": 549.9077178516327}"
3919,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
3928,ORDER_PICKED_UP,Order 35 picked up by courier 5,"{""order_id"": 35, ""courier_id"": 5}"
3928,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
3946,ORDER_READY,Order 37 is ready for pickup,"{""order_id"": 37}"
3951,ORDER_DELIVERED,Order 33 delivered by courier 1,"{""order_id"": 33, ""courier_id"": 1, ""click_to_door"": 787.7258416957452, ""ready_to_door"": 487.7258416957452}"
3951,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
3960,RELAY_CREATED,Relay handoff created: C3 → C1 for order 37,"{""courier_1_id"": 3, ""courier_2_id"": 1, ""order_id"": 37, ""handoff_location"": [2.5, 2.6817576553567175]}"
3960,ASSIGNMENT_MADE,Courier 3 assigned orders [37] with relay,"{""courier_id"": 3, ""order_ids"": [37], ""bundle_size"": 1, ""has_relay"": true}"
3960,ASSIGNMENT_MADE,Courier 1 assigned orders [37] with relay,"{""courier_id"": 1, ""order_ids"": [37], ""bundle_size"": 1, ""has_relay"": true}"
3981,ORDER_PLACED,Order 40 placed,"{""order_id"": 40, ""restaurant_id"": 2}"
3983,ORDER_READY,Order 38 is ready for pickup,"{""order_id"": 38}"
3988,ORDER_PLACED,Order 41 placed,"{""order_id"": 41, ""restaurant_id"": 2}"
3990,ASSIGNMENT_MADE,Courier 7 assigned orders [38],"{""courier_id"": 7, ""order_ids"": [38], ""bundle_size"": 1, ""has_relay"": false}"
4010,ORDER_PLACED,Order 42 placed,"{""order_id"": 42, ""restaurant_id"": 0}"
4048,ORDER_DELIVERED,Order 34 delivered by courier 4,"{""order_id"": 34, ""courier_id"": 4, ""click_to_door"": 756.2125022319296, ""ready_to_door"": 456.21250223192965}"
4048,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
4053,ORDER_PLACED,Order 43 placed,"{""order_id"": 43, ""restaurant_id"": 6}"
4054,ORDER_READY,Order 39 is ready for pickup,"{""order_id"": 39}"
4080,ASSIGNMENT_MADE,Courier 4 assigned orders [39],"{""courier_id"": 4, ""order_ids"": [39], ""bundle_size"": 1, ""has_relay"": false}"
4113,ORDER_PLACED,Order 44 placed,"{""order_id"": 44, ""restaurant_id"": 3}"
4143,ORDER_PLACED,Order 45 placed,"{""order_id"": 45, ""restaurant_id"": 3}"
4148,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
4153,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
4161,ORDER_DELIVERED,Order 32 delivered by courier 6,"{""order_id"": 32, ""courier_id"": 6, ""click_to_door"": 1091.9077178516327, ""ready_to_door"": 791.9077178516327}"
4161,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
4184,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
4206,ORDER_PLACED,Order 46 placed,"{""order_id"": 46, ""restaurant_id"": 7}"
4230,ORDER_DELIVERED,Order 35 delivered by courier 5,"{""order_id"": 35, ""courier_id"": 5, ""click_to_door"": 777.0638700594104, ""ready_to_door"": 477.0638700594104}"
4230,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
4238,ORDER_PICKED_UP,Order 36 picked up by courier 0,"{""order_id"": 36, ""courier_id"": 0}"
4238,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
4243,ORDER_PICKED_UP,Order 35 picked up by courier 2,"{""order_id"": 35, ""courier_id"": 2}"
4243,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
4274,ORDER_PICKED_UP,Order 37 picked up by courier 3,"{""order_id"": 37, ""courier_id"": 3}"
4274,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
4281,ORDER_READY,Order 40 is ready for pickup,"{""order_id"": 40}"
4288,ORDER_READY,Order 41 is ready for pickup,"{""order_id"": 41}"
4290,ASSIGNMENT_MADE,"Courier 5 assigned orders [40, 41]","{""courier_id"": 5, ""order_ids"": [40, 41], ""bundle_size"": 2, ""has_relay"": false}"
4310,ORDER_READY,Order 42 is ready for pickup,"{""order_id"": 42}"
4320,ASSIGNMENT_MADE,Courier 6 assigned orders [42],"{""courier_id"": 6, ""order_ids"": [42], ""bundle_size"": 1, ""has_relay"": false}"
4353,ORDER_READY,Order 43 is ready for pickup,"{""order_id"": 43}"
4359,ORDER_PLACED,Order 47 placed,"{""order_id"": 47, ""restaurant_id"": 1}"
4359,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
4395,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
4401,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
4413,ORDER_READY,Order 44 is ready for pickup,"{""order_id"": 44}"
4427,ORDER_PLACED,Order 48 placed,"{""order_id"": 48, ""restaurant_id"": 2}"
4427,ORDER_DELIVERED,Order 36 delivered by courier 0,"{""order_id"": 36, ""courier_id"": 0, ""click_to_door"": 842.593886934339, ""ready_to_door"": 542.593886934339}"
4427,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
4440,ASSIGNMENT_MADE,Courier 0 assigned orders [44],"{""courier_id"": 0, ""order_ids"": [44], ""bundle_size"": 1, ""has_relay"": false}"
4443,ORDER_READY,Order 45 is ready for pickup,"{""order_id"": 45}"
4449,ORDER_PICKED_UP,Order 37 picked up by courier 1,"{""order_id"": 37, ""courier_id"": 1}"
4449,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
4485,ORDER_PICKED_UP,Order 39 picked up by courier 4,"{""order_id"": 39, ""courier_id"": 4}"
4485,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
4491,ORDER_PICKED_UP,Order 38 picked up by courier 7,"{""order_id"": 38, ""courier_id"": 7}"
4491,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
4499,ORDER_PLACED,Order 49 placed,"{""order_id"": 49, ""restaurant_id"": 3}"
4506,ORDER_READY,Order 46 is ready for pickup,"{""order_id"": 46}"
4545,ORDER_DELIVERED,Order 35 delivered by courier 2,"{""order_id"": 35, ""courier_id"": 2, ""click_to_door"": 1092.0638700594104, ""ready_to_door"": 792.0638700594104}"
4545,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
4560,ASSIGNMENT_MADE,Courier 2 assigned orders [45],"{""courier_id"": 2, ""order_ids"": [45], ""bundle_size"": 1, ""has_relay"": false}"
4629,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
4659,ORDER_READY,Order 47 is ready for pickup,"{""order_id"": 47}"
4659,ORDER_DELIVERED,Order 39 delivered by courier 4,"{""order_id"": 39, ""courier_id"": 4, ""click_to_door"": 905.55993811175, ""ready_to_door"": 605.55993811175}"
4659,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
4664,ORDER_DELIVERED,Order 37 delivered by courier 3,"{""order_id"": 37, ""courier_id"": 3, ""click_to_door"": 1018.7622976708908, ""ready_to_door"": 718.7622976708908}"
4664,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
4665,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
4677,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
4680,ASSIGNMENT_MADE,Courier 3 assigned orders [47],"{""courier_id"": 3, ""order_ids"": [47], ""bundle_size"": 1, ""has_relay"": false}"
4680,ASSIGNMENT_MADE,Courier 4 assigned orders [46],"{""courier_id"": 4, ""order_ids"": [46], ""bundle_size"": 1, ""has_relay"": false}"
4714,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
4719,ORDER_PICKED_UP,Order 44 picked up by courier 0,"{""order_id"": 44, ""courier_id"": 0}"
4719,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
4727,ORDER_READY,Order 48 is ready for pickup,"{""order_id"": 48}"
4755,ORDER_PICKED_UP,Order 45 picked up by courier 2,"{""order_id"": 45, ""courier_id"": 2}"
4755,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
4766,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
4767,ORDER_PICKED_UP,Order 40 picked up by courier 5,"{""order_id"": 40, ""courier_id"": 5}"
4767,ORDER_PICKED_UP,Order 41 picked up by courier 5,"{""order_id"": 41, ""courier_id"": 5}"
4767,ROUTE_OPTIMIZED,Courier 5 route optimized: 2 dropoffs reordered,"{""courier_id"": 5, ""original_sequence"": [40, 41], ""optimized_sequence"": []}"
4767,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
4799,ORDER_READY,Order 49 is ready for pickup,"{""order_id"": 49}"
4804,ORDER_PICKED_UP,Order 42 picked up by courier 6,"{""order_id"": 42, ""courier_id"": 6}"
4804,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
4839,ORDER_DELIVERED,Order 37 delivered by courier 1,"{""order_id"": 37, ""courier_id"": 1, ""click_to_door"": 1193.7622976708908, ""ready_to_door"": 893.7622976708908}"
4839,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
4856,ORDER_PICKED_UP,Order 46 picked up by courier 4,"{""order_id"": 46, ""courier_id"": 4}"
4856,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
4860,ASSIGNMENT_MADE,Courier 1 assigned orders [49],"{""courier_id"": 1, ""order_ids"": [49], ""bundle_size"": 1, ""has_relay"": false}"
4893,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
4912,ORDER_DELIVERED,Order 38 delivered by courier 7,"{""order_id"": 38, ""courier_id"": 7, ""click_to_door"": 1229.2190229840344, ""ready_to_door"": 929.2190229840344}"
4912,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
4918,ORDER_PLACED,Order 50 placed,"{""order_id"": 50, ""restaurant_id"": 4}"
4920,ASSIGNMENT_MADE,Courier 7 assigned orders [48],"{""courier_id"": 7, ""order_ids"": [48], ""bundle_size"": 1, ""has_relay"": false}"
4927,ORDER_DELIVERED,Order 44 delivered by courier 0,"{""order_id"": 44, ""courier_id"": 0, ""click_to_door"": 814.0875981769486, ""ready_to_door"": 514.0875981769486}"
4927,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
4950,ASSIGNMENT_MADE,Courier 0 assigned orders [43],"{""courier_id"": 0, ""order_ids"": [43], ""bundle_size"": 1, ""has_relay"": false}"
4983,ORDER_PICKED_UP,Order 47 picked up by courier 3,"{""order_id"": 47, ""courier_id"": 3}"
4983,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
4990,ORDER_DELIVERED,Order 46 delivered by courier 4,"{""order_id"": 46, ""courier_id"": 4, ""click_to_door"": 784.1034745252855, ""ready_to_door"": 484.1034745252855}"
4990,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
5002,ORDER_PLACED,Order 51 placed,"{""order_id"": 51, ""restaurant_id"": 0}"
5019,ORDER_PLACED,Order 52 placed,"{""order_id"": 52, ""restaurant_id"": 0}"
5039,ORDER_DELIVERED,Order 47 delivered by courier 3,"{""order_id"": 47, ""courier_id"": 3, ""click_to_door"": 680.8062825898796, ""ready_to_door"": 380.80628258987963}"
